X__1,FDR,desc
PBANKA_1003800,1.60527774304266e-06,"V-type proton ATPase subunit B, putative"
PBANKA_1007200,0.0130961729895645,"replication protein A1, large subunit, putative"
PBANKA_1007300,0.0130942157578609,"peptide chain release factor 2, putative"
PBANKA_1007500,0.0334674900456397,"actin-like protein, putative"
PBANKA_1008000,0.0465863828542237,"conserved Plasmodium protein, unknown function"
PBANKA_1010300,0.0474520570540656,"dynein-related AAA-type ATPase, putative"
PBANKA_1017700,0.0036574742269079204,"cytochrome b-c1 complex subunit 6, putative"
PBANKA_1019500,0.0388707015263507,"60S ribosomal protein L5, putative"
PBANKA_1024700,1.35953739605136e-07,"ubiquitin fusion degradation protein 1, putative"
PBANKA_1028400,0.00662365348524142,"60S ribosomal protein L10, putative"
PBANKA_1029900,0.00857540192200796,"AAA family ATPase, putative"
PBANKA_1031900,0.00214794272100797,"eukaryotic translation initiation factor 2 subunit gamma, putative"
PBANKA_1039700,0.0111681892298168,"conserved Plasmodium protein, unknown function"
PBANKA_1040541,0.0470933121945323,PIR protein
PBANKA_1101100,0.0438030893366628,"Plasmodium exported protein, unknown function"
PBANKA_1115300,0.0147523488908059,"glideosome-associated protein 40, putative"
PBANKA_1122900,4.01348090194877e-05,"hexokinase, putative"
PBANKA_1126200,0.00719013640565654,"protein DJ-1, putative"
PBANKA_1128800,9.119558167285679e-07,CPW-WPC family protein
PBANKA_1133200,0.0021576535009396,cdc2-related kinase 2
PBANKA_1134100,1.7729408525014604e-05,"T-complex protein 1 subunit delta, putative"
PBANKA_1135700,0.0389847998764786,"CUGBP Elav-like family member 1, putative"
PBANKA_1138600,4.01348090194877e-05,"conserved Plasmodium protein, unknown function"
PBANKA_1142400,0.0282210528572338,"nucleoside diphosphate kinase b, putative"
PBANKA_1144000,5.22375192764335e-05,"26S proteasome regulatory subunit RPN11, putative"
PBANKA_1200400,7.20373385385878e-06,PIR protein
PBANKA_1200800,0.00409646447006446,"transformer-2 protein homolog beta, putative"
PBANKA_1202000,3.20708230931212e-05,inner membrane complex protein 1c
PBANKA_1205000,0.0111681892298168,"single-strand telomeric DNA-binding protein GBP2, putative"
PBANKA_1205400,0.0237805665413342,"rho GTPase-activating protein, putative"
PBANKA_1206600,0.00566655499401018,"26S protease regulatory subunit 4, putative"
PBANKA_1209800,0.0283800514338305,"proteasome subunit beta type-5, putative"
PBANKA_1210900,0.00855670301905757,"phosphoglucomutase, putative"
PBANKA_1216500,4.01348090194877e-05,"peptidyl-prolyl cis-trans isomerase, putative"
PBANKA_1217600,0.00722873946367121,"histone H2A.Z, putative"
PBANKA_1218200,0.0385749154538619,"T-complex protein 1 subunit epsilon, putative"
PBANKA_1219200,1.60527774304266e-06,"Cg8 protein, putative"
PBANKA_1226600,0.0168740053530893,"tubulin gamma chain, putative"
PBANKA_1226800,0.000755211728341851,"DNA repair and recombination protein RAD54, putative"
PBANKA_1226900,0.0311105731822501,"mitogen-activated protein kinase organizer 1, putative"
PBANKA_1228300,0.0491058240895104,"lysine-specific histone demethylase, putative"
PBANKA_1228900,0.0110676211103723,von Willebrand factor A domain-related protein
PBANKA_1234000,0.0470933121945323,"V-type proton ATPase 16 kDa proteolipid subunit, putative"
PBANKA_1237000,0.0450366214388739,"18S rRNA (guanine-N(7))-methyltransferase, putative"
PBANKA_1238800,0.000350257300294486,"karyopherin beta, putative"
PBANKA_1241900,5.39618110259484e-05,"ubiquitin-conjugating enzyme E2 N, putative"
PBANKA_1246400,0.0122726724321756,PIR protein
PBANKA_1301400,0.0261792572103135,"proteasome subunit alpha type-1, putative"
PBANKA_1303300,0.000209539669200157,"cytochrome b-c1 complex subunit Rieske, putative"
PBANKA_1306200,0.0165605635298887,"tRNA import protein tRIP, putative"
PBANKA_1307600,0.0296932299504281,"dephospho-CoA kinase, putative"
PBANKA_1311100,0.0270058883577909,"mitochondrial ribosomal protein S14 precursor, putative"
PBANKA_1312200,0.00799230505059894,"ubiquitin-protein ligase, putative"
PBANKA_1315000,0.00799230505059894,"E3 SUMO-protein ligase NSE2, putative"
PBANKA_1315700,0.0257661587217231,rhoptry neck protein 2
PBANKA_1316400,0.00288080636282587,"U1 snRNP-associated protein, putative"
PBANKA_1318600,7.395644177235459e-05,"conserved Plasmodium protein, unknown function"
PBANKA_1318800,0.00337578263132671,protein tyrosine phosphatase
PBANKA_1318900,0.00337578263132671,"methyltransferase, putative"
PBANKA_1319100,0.0198172463343562,"hemolysin III, putative"
PBANKA_1319500,0.0110640149565799,LCCL domain-containing protein
PBANKA_1320500,0.0237805665413342,"V-type H(+)-translocating pyrophosphatase, putative"
PBANKA_1320700,0.0021576535009396,"signal peptide peptidase, putative"
PBANKA_1323700,0.00332213739677913,"FYVE and coiled-coil domain-containing protein, putative"
PBANKA_1324300,0.004885158926418521,inner membrane complex sub-compartment protein 3
PBANKA_1325900,0.0113714239871217,"conserved Plasmodium protein, unknown function"
PBANKA_1326800,0.00231959113095036,"replication factor C subunit 3, putative"
PBANKA_1327100,0.0374439143988306,"EF-hand calcium-binding domain-containing protein, putative"
PBANKA_1327300,0.0192923873716801,fam-a protein
PBANKA_1328000,0.0385749154538619,serine/threonine protein phosphatase UIS2
PBANKA_1329300,9.95627127005952e-08,"40S ribosomal protein S3, putative"
PBANKA_1331900,0.0011162132035380699,"eukaryotic initiation factor 4a, putative"
PBANKA_1332700,0.00122681087148598,duffy-binding protein
PBANKA_1334400,0.0261792572103135,"inorganic anion antiporter, putative"
PBANKA_1337200,0.00031012403192074,"protein transport protein SFT2, putative"
PBANKA_1338900,0.0114781234451191,"glideosome associated protein with multiple membrane spans 1, putative"
PBANKA_1343300,0.00306188862426755,"proteasome subunit beta type-7, putative"
PBANKA_1354100,0.00535898066266471,"ras-related protein Rab-11B, putative"
PBANKA_1354900,0.0135703072664529,"inner membrane complex protein 1k, putative"
PBANKA_1355700,0.000251211094664651,myosin A
PBANKA_1364300,0.0113714239871217,"glycerol kinase, putative"
PBANKA_1365700,0.00409646447006446,PIR protein
PBANKA_1400900,0.0381507489787513,"conserved Plasmodium protein, unknown function"
PBANKA_1405100,0.0268039276367781,"V-type proton ATPase subunit H, putative"
PBANKA_1410000,2.68136132791549e-05,"26S protease regulatory subunit 7, putative"
PBANKA_1410300,0.00422828951486563,"M1-family alanyl aminopeptidase, putative"
PBANKA_1410400,1.7012514807627e-06,"V-type proton ATPase catalytic subunit A, putative"
PBANKA_1413600,0.00799230505059894,"serine/threonine protein kinase PK9, putative"
PBANKA_1418300,0.033114843231432003,"golgi protein 1, putative"
PBANKA_1418600,0.0474829552799783,"conserved Plasmodium protein, unknown function"
PBANKA_1422400,0.00662365348524142,"importin beta, putative"
PBANKA_1422900,8.35507467851452e-06,"conserved Plasmodium protein, unknown function"
PBANKA_1424300,0.00203685806432097,"conserved Plasmodium protein, unknown function"
PBANKA_1425100,0.0387112804077287,"karyopherin alpha, putative"
PBANKA_1427700,9.030380004459109e-05,"RuvB-like helicase 1, putative"
PBANKA_1430600,0.027444340995362006,"conserved Plasmodium protein, unknown function"
PBANKA_1431900,0.0041544411530480205,"glycerol-3-phosphate dehydrogenase [NAD(+)], putative"
PBANKA_1432300,1.60527774304266e-06,cell traversal protein for ookinetes and sporozoites
PBANKA_1435100,0.0374439143988306,"ribulose-phosphate 3-epimerase, putative"
PBANKA_1436600,0.0419707565263674,inner membrane complex protein 1h
PBANKA_1445800,0.00645254234718653,"ras-related protein Rab-2, putative"
PBANKA_1456200,0.0080759783952156,"rab specific GDP dissociation inhibitor, putative"
PBANKA_1459300,1.60527774304266e-06,actin I
